"FileName","Churn","IssueId","CommitId"
"include/fmt/core.h","2","","3d84b45a22a9d21afacdb6b550c08c279184aeaa"
"","4","","4331abed26bb3bbbfb80957ec9a8c015b5d00a8b"
"","1","","58a6bd48a8dc7ea74bb9fd900c60fd333a85725f"
"","2955","","79f1506fe3a7fae7c22c55d3cd7cdc33bc536dae"
"","36","","4d616479b577eaf1f5a88dc6b8cf038aafb58d05"
"","18","","7ba6420540383f378c48834beb46f9cec5504dd2"
"","71","","f7ed65fa4a7e5b1ccaa775746dbe63deb6a91190"
"","111","","f34f31b3210f8d10ddfe266ba4a853e0a35416da"
"","106","","fb66131efae3796a301cb30fca22f12433e63780"
"","39","","6af30d8f75d3a29dd91dacfe77be052991b8a65a"
"","38","","c177324ba97d6d864a18543c06ab04b9039a3791"
"","134","","545d37a8b07619d856078d423c6c8c433a288d27"
"","299","","a5ae9ae19d59a15def6538e55fd284c338f00f84"
"","5","","23e8109d8d4276f4d19394ac2d44d49701b9406b"
"","61","","48d7fb265bc0c51a7bf8282b41536853182a8c21"
"","53","","f348d1a211bcfa8c6f70195d91ad3ae783b64130"
"","21","","df67df7b4c640a23905c4909490f42dc0707db48"
"","5","","17f79ac6cfc9a45248846c61e7ef30ecadf88cb6"
"","14","","dbdfc99fa1cfe9e389c320504dfa4463bdf28b00"
"","25","","c1d9e88402cf2755502df4db6de9e9a127f49edb"
"","38","","1b7d9db0ce04b5e22cdbfd0606a499d38b202382"
"","37","","0641b844accb670ad8aee771a9db143d43811fce"
"","36","","1e938dda200e8f262bfbec31e291d639c9bb3c38"
"","33","","2e5b14bf603429a08ab9480bcd1fd537a2fe8f16"
"","3","","bee495c97f15f6ca9012756e1e0050bf2e69c648"
"","2","","c7061776ab5330fb09c07596b57e7c154310c427"
"","29","","dc52d176de8267f618cb54cc782a2917b4abc5ca"
"","13","","0e3e61cc0a0e278601fcbbaca2f7b2da3165b874"
"","108","","800a0bb23f0bb45bfabecb4236bd1a3f40f9632d"
"","45","","f2e43f967c3ed49aac5219f0d9e2b8415d533990"
"","27","","c9287eb9f7f88e94f7b0ae36a7969b2449df08e6"
"","38","","61f144bd61c8d4c6ecbb0b7e5582c559a52c0aa2"
"","4","","4687f8e37e8f6ebf2112445750ec21d85164abd6"
"","71","","f2c55f6bb8a487fbb524a992da63fd0f94045b41"
"","27","","c9d233c0a4104e5b59420e89c2796f2a4bafffef"
"","1","","4e43a46993780e9adbcccb3b7dd74aeb36fada2d"
"","8","","c36ed77ff0aac7b59eda7d2f6d968712be967d4d"
"","27","","e2ab9ab22b4e138bb5004dcbcacc3a200218db08"
"","2","","0378d171f95319bccc2f6e01307d1417bff1dd5e"
"","76","","63ce1708532b7f884541d536ecb1caf3c11dd9ad"
"","7","","74ffea0dcfee4a06fb3e153bfb1f8e69c797681c"
"","11","","f4a7d40dcaa0def8db2a873e53669344f2ecd667"
"","113","","068bf9bad8a6f96a9a47477939b4699f14ebeac5"
"","4","","50565f9853926501bd1c9bda07c6a98f4d940691"
"","14","","0b39d67103025c4b15c424ff5e2ce4ce7399edd8"
"","2","","b0569451a798232efc7a5eaa0c210e6626069e06"
"test/gtest/gmock/gmock.h","34","","5bf577ca58f8775f59cd14a9bc8a84b6eca862e5"
"CMakeLists.txt","8","","ed27df5760490eaaa620c2537c59c6ace2d90c4e"
"","1","","01a5b56f0dedbb81701b2746cc245898e6900736"
"","2","","c43da35701b89e9368a40d36c69e7fc87eeff50a"
"","10","","d57040f949eb508bd3bd1f73bf97cb852d5e5d6f"
"","19","","5fa4bdd758073ad64619fc53d345255b5abed5ec"
"","4","","f924d16e4789d6bde9def439ac50b778a1536384"
"","8","","6870e4b06bbf0a0ddd98534a393a561261b3153c"
"","4","","fb07b37c5b104e98a9316668c8dbbed166c9b873"
"","6","","e50c8b6bd870eb743b2cf13850d5aafcf7d1bad8"
"","2","","6f68c62cb5d1bbf661fbde28224f1067b6b27e41"
"","2","","d059fe42a87a45a5ca337fecbbcbe10b0bcf5ca5"
"","3","","43c5b34749d338be15dac11d3039c0266097a28a"
"","5","","0fae326c42e121bf888f12cfa4136ab02ebed3d0"
"","4","","8b1fcf5cc107419ddf2a2058bf4cd0420c6d4003"
"","16","","98dd673cf829a69fb6a7715aa1341491a1a70930"
"","10","","c4ea903250e20c3ffa9b70695c33207dc9b9a0e2"
"","4","","6ceef04dfe9ce99ffc12e596da0ad716e2af92ad"
"","4","","ab6b257a3908e1aeb247a09964e1b8db422c5890"
"","4","","077e4ae746cde56559d72babe278e3d189bb2b3a"
"","3","","b5c8fd783ced18a29ac77aff04ee0f83008c0900"
"","1","","e6d4f927cc7465e43dba5ebc9ad0ad61f8cda9d6"
"","3","","8de3e87da1f3088963944633fded6c639559ab64"
"","3","","46d2acb3ba30f85ecacab8ea828454fcc0589144"
"","2","","0f6e7165489c392e717a16adc449001f17fa2d87"
"","2","","21372bc0b2c844aaf0ec83cface42ef59d505ca1"
"","3","","fcc0b49978104138d25506901289af727e0de96f"
"","1","","0560c334fb2fe33b132a72a07f3c70312942d6e2"
"","6","","5c445bc42cbd30212ff003452d22a75a1cff53ed"
"","2","","6abc1204f3c246a32d7086da20e50b5df358fe78"
"","82","","a9b851763854ffb21e9569f18e0f34b4f661fbeb"
"","1","","dab1a65d2c37920455330d49e5396b25179e25ce"
"","2","","871538d3abcee0d83858b04b84964912814c1675"
"","6","","b7809f91e2cc42d3bb693e742a28815832c6cb89"
"","2","","3b5f3de3b57505c7f1a60ee40ef3448c623b1326"
"","6","","7a63e233d283bcaf40f77ee048ae4ad39808aa92"
"","8","","79f1506fe3a7fae7c22c55d3cd7cdc33bc536dae"
"","1","","7fd180268666f5c997655a67a83bf8827ebe4359"
"","9","","398ddb8fec18eb4dfd1d0c8b1b8222afdb8b6307"
"support/check-commits","6","","55e76e6c20e80c4cb329e596b6a4c0aad6c324ad"
"","43","","8757f1f8d6283f43c25e2b62bd1c2a5b0dd439f9"
"doc/index.md","4","","bfd95392c77789a5e516617ce02a895865a68c3d"
"","2","","6797f0c39a4ef13061cbc3bb850c35af7428fdc4"
"","6","","1334eedaf529731922c6d3c5ec1b59fe15e4a6cf"
"","6","","a6e6e9c3c9a3f2775fd00a901cab6896f0ca3c17"
"","6","","e6d4f927cc7465e43dba5ebc9ad0ad61f8cda9d6"
"","4","","2c84fa9ac9c294fec8ae8fed767e568e6037fe68"
"","2","","8da0240dbc4446c081878c87c73b2a9bf0445fa0"
"","19","","595e54919b514469f540997d12c057724894178d"
"","62","","c636967c5ca11e621573bcbecb115f817981499f"
"","12","","d9b90029bf70fa9ffd1d8ffbe21fc3270cc28ab4"
"","281","","1ac9b317f2e3b2d8eb3161be136e9784362f5cde"
"","4","","ba2fbf6e1f3dea581e116d95d570153451473cd3"
"","4","","9e07045f500b7ffa34fe8698aeb25f54eb45ee54"
"","175","","e721046e2742a813ec83c1ae9a9d09b1f53318da"
"include/fmt/os.h","28","","96dca569a1251ea77f434c2773d4db55c4b8a488"
"","6","","6f62db098a391436be11644ed9e0b55e7964e8d3"
"","2","","02c5d637c5ca02c62d7346537e131833d8d78d8a"
"","4","","158893b384aeb71f4a2ed7d33dd1fb9b488bc487"
"","4","","f5a16a484bdf072959dc27ea18dc0ec534eee251"
"","10","","cad876be4c854d0bcde239a80de87edc10bec8d4"
"","5","","94b8bc8eae1ac64ce2219afa8450f8176a0488e4"
"","49","","020af729ddf5137294cfc819492f4988e54ddab9"
"","2","","31b3c325f692314b4f3e397618b935e2f5e0c345"
"","12","","febd8ed5fee269984405c5502a19224c5106c610"
"","6","","8687315e86e739bbd8b6deb035f2fc7c4e4a6907"
"","126","","9b12491c1901b8b337093132479e8bf387afd31e"
"","9","","ab29ef37d9b973579ec9e8d889044d9d1c38e0f8"
"","4","","97117cbb51ce83905736ef4287645c99adba646c"
"","6","","38ba3d3993a078faffc2b58246f9f76edcebe7e6"
"","10","","1f436c646ed4f3ec2c5e2cfe958ed6f34aa1983e"
"","2","","f4b256c6676280dff9a9573c9b295414fd3e6861"
"","8","","116a9ce4880f1c74828447f8563657a57130c3af"
"","14","","53347891cf658c6ff02370f566c06376671551e2"
"","3","","b71ef65b6e333cdd7a7d3e7f7af3fd36b25381dc"
"","3","","63ce1708532b7f884541d536ecb1caf3c11dd9ad"
"","17","","c14238503392f42586ad79ad312446d9262881ff"
"test/mock-allocator.h","10","","cf1f55f7985c4dd53f32f07a34d8fad5cdb2dc61"
"","5","","297b22f5856482fb5b9b464ce58ea760900c7677"
"test/header-only-test.cc","2","","79f1506fe3a7fae7c22c55d3cd7cdc33bc536dae"
"support/release.py","188","","3c8aad8df7d08a693f791cee3b94733d2696a33c"
"test/noexception-test.cc","2","","79f1506fe3a7fae7c22c55d3cd7cdc33bc536dae"
"support/bazel/.bazelversion","2","","a4715c48b42e7abb92f9d624c4de39e95d78cbd1"
"","2","","97867e279a0776925477eb1f122db5ec7b836db0"
"include/fmt/chrono.h","2","","bfbdc2be9a07eb67b8e084a825eee97f0c6504f3"
"","2","","3f864a4505426ed19e5ba55261af37669a123e4c"
"","2","","4046f9727892a9a1baeef00cb20211ee062efa16"
"","2","","3faf6f181e4b277868578dd97034aada145aee8c"
"","36","","96dca569a1251ea77f434c2773d4db55c4b8a488"
"","4","","fe79932c2674f3a5eace0780b89e74c22b083880"
"","2","","6d43c755bc225b57f0fb55fef53408e7964644c6"
"","82","","ed8f8be70d82b0a081286e262867956e565c1bf6"
"","30","","538d8777e56cb2af05f053835379eb465a93a5b5"
"","4","","0335312320e8093fb1186cb45f60daccf8c161f6"
"","6","","1782a6eac0fc6ceabd9a529a6b8834bbb582ddee"
"","2","","689ec7a087cd3c362f74aa13b8faf801910f51cb"
"","26","","28143dc99d3d4bbc0454308c6572176cfc306c97"
"","18","","6f62db098a391436be11644ed9e0b55e7964e8d3"
"","205","","5345cfe6b321115c3835c38be6b1c02da23b26e6"
"","5","","a6ecd25b808aff5fe5313b40ee1ee6b7b6dba37b"
"","14","","8c4cfab57add08231c14c6c8b532ce1f11d6a6c3"
"","21","","64a6c8459282de9cc2d8bbf8025a28d2aa6ccb05"
"","10","","e3676ca309fd6c128250f65cd4d32bd9f22e2ef9"
"","75","","1a79bbfa83b0942fca3f2794655b6b91bb682583"
"","70","","89af1ad77df56591c0e0fe83e8729c9656edee67"
"","152","","0e741e0daa580c15ee5e57ac629f65bec7d6301e"
"","40","","d1acc667c1b7b0df146f92a87cd5a9eaad75b6ee"
"","133","","4fb7008c9001e29447cee92e980435c6cef1f71e"
"","4","","b906c321f0670c6bfc4cc999d5362128dc906d53"
"","16","","50a8c3e9bfacb6a6b1a3ab742d9014d731acd329"
"","9","","7891699737dbf4fe0bbde1ed14a40132c4b53ad4"
"","2","","1db227496677bdddabc21cadaee63a1923bf3a3d"
"","14","","a80d668a52a92b67e01cdf59622454b31c4059c3"
"","2","","ffdc3fdbd90385429dd2ea6a774848e39d4f957a"
"","10","","4239dfe081e8cd7c9f294e55dc3c60279056eb21"
"","4","","f6b4a23b83b36946072398bd04b7c7810df2d213"
"","2","","8687315e86e739bbd8b6deb035f2fc7c4e4a6907"
"","3","","0f6e7165489c392e717a16adc449001f17fa2d87"
"","20","","7bd11b5cdfdfd17573494ceb78058f4a79ae0b08"
"","2","","94f96d112dba3f55c4bb72ca57e72589e9ea5c2b"
"","26","","ab29ef37d9b973579ec9e8d889044d9d1c38e0f8"
"","89","","ca8eeb09eed72e4bef26fb1d3d8e89b46a15bbba"
"","2","","7d6ae972b982b9e660d0a272e5ed00d163f25bfe"
"","5","","7650ed04a3d53fe2db6b545858af81c82bce3c21"
"","20","","116a9ce4880f1c74828447f8563657a57130c3af"
"","40","","c70e7b7473728509f72d53325f83ae4d68b13e0e"
"","125","","71144eeaff2199dbf70a2dc1675f21c731da47f7"
"","11","","ca9193983bdfa5cd3351d7801f31925f4dee8e2e"
"","105","","74a187288bbf10e2eb7bd6282715530392e8a2a2"
"","5","","ebea5736a2605864009ee21eb65c90cc2e4f5892"
"","35","","8e42eef4950feb5d2b76574a9cd2591dfaae2449"
"","19","","34f415b56ea887bca5c53b3274a3e5d0517bdb94"
"","6","","8510838db10427d4af0fd003c04d434e762ab363"
"","2","","470c4e6ca8d648a70f0071fa7c81b15fbc4556a4"
"","4","","f9294f0e608c85857402db10f7f46085b8a3c748"
"","35","","4d766b1670afca7c246094d157bcd2348d318019"
"","14","","da0f84c42cd608c4938ece93762cacf9ac5ff3da"
"","10","","ebd5c8f99421b1e7e0455b9c10060f38bb613121"
"doc/_static/breathe.css","12","","ecd1559732f8c00e7d62c88872cde8298bf5d006"
"doc/_static/bootstrap.min.css","6","","8691f21b45749194eeb1aaed36c328801f3a0bdf"
"","2","","12ef9e09d1de3448a146c01229ea920d728bbbb9"
"","6","","95076981f781975b35c469046d2fdfbabdd863b5"
"src/os.cc","2","","891c9a73ae9a23ed8bffffb8753504b1f6f399d0"
"","15","","020af729ddf5137294cfc819492f4988e54ddab9"
"","40","","bbf44cc000531dc7737d5321ccfa9f2f11b20127"
"","78","","8687315e86e739bbd8b6deb035f2fc7c4e4a6907"
"","2","","f4b256c6676280dff9a9573c9b295414fd3e6861"
"","2","","aa52eb765dec0eb67fab4b035a4a05b82346c8f5"
"","10","","38881e5acfbac830bdf68ad1c101ae420ac5bc92"
"","11","","63ce1708532b7f884541d536ecb1caf3c11dd9ad"
"","42","","c14238503392f42586ad79ad312446d9262881ff"
"test/gtest-extra-test.cc","41","","c14238503392f42586ad79ad312446d9262881ff"
"test/fuzzing/fuzzer-common.h","2","","79f1506fe3a7fae7c22c55d3cd7cdc33bc536dae"
"include/fmt/ranges.h","4","","cb6fdf2191c7dcac1b4c0b8c7abcc8b488e6919f"
"","56","","536cabd562831816450ce3f9e57d4da0777ffa9b"
"","12","","bfd95392c77789a5e516617ce02a895865a68c3d"
"","13","","9ced61bca440c0e214c2fb5f31d72ad6b855000a"
"","41","","5a3576acc88cb0947cb68f7f46c320aae6f44090"
"","4","","a197a994c5a2363bc93bcff41bc77390802051cf"
"","29","","a25e594f6acec726c08c651a8613abae8ab51d1b"
"","2","","8a19b2db779cba178a96eb99da787d9451fc2a51"
"","23","","158893b384aeb71f4a2ed7d33dd1fb9b488bc487"
"","9","","d980dd71713eece6728392c7080d041b46d4f7de"
"","2","","4986b4c0efd0fad653463e867d068c12f42e9e0a"
"","9","","60740b7c24030b9fde5e7288e1cf41aef84fe7ba"
"","40","","8c4cfab57add08231c14c6c8b532ce1f11d6a6c3"
"","5","","985c3399d135d34d52a4216c5fd30544d7332f07"
"","2","","b906c321f0670c6bfc4cc999d5362128dc906d53"
"","9","","9f0c0c468be45357d85efc1788b7561fafbdebb1"
"","2","","e60ff504ea0a4cc663f0172c3db52a23d4f46d10"
"","2","","7f951f250206b57f9361f5a0b06f68372009e38d"
"","11","","ac9677323057b1ca31d157294b15ad0a74ae2b79"
"","2","","8687315e86e739bbd8b6deb035f2fc7c4e4a6907"
"","15","","e0b66e8f83bbfd3c348b5c0c388a176a972535ab"
"","55","","794df69c8c5fddb27742d2dce9adf3c61dd1dd21"
"","36","","ab29ef37d9b973579ec9e8d889044d9d1c38e0f8"
"","36","","97117cbb51ce83905736ef4287645c99adba646c"
"","2","","1768bf971409effd74346c61446ac4f31c2bedcd"
"","3","","fc723fd6c707064cca9ed95cf4526a955e3cd2b7"
"","12","","b81761068b5cc346b30a023cc6077d34afba1e01"
"","4","","706eabd5e580e55088681f41254440aff957a288"
"","2","","8db8f2249020cd44918ffdf17de40b2075607088"
"","38","","d2473b7b73c0af2a3ed34c99e50ace0a1040581a"
"","9","","57593a123be5a1fcb3e1fbcdd5e9e38779f8cede"
"","24","","10508a30ecd91e5d09a27e4c6c0a01a89fd4edc7"
"","43","","16cec4f5913ef4c5c734290cd0d1eda39cf36bd0"
"","91","","77bfd8499af75c5cff6b42d131b02bfdfbd7d5e0"
"","33","","3af8ac7a06862db37de7512b9cde8c45219071b8"
"","109","","ceb406d06c7ab13b8eeb8beb7b5a1ddbf882b780"
"","28","","400f6a8ee289a862c035d82eaf340a27952d1ae7"
"","10","","116a9ce4880f1c74828447f8563657a57130c3af"
"","38","","11f2f30f0b9e07363dd6dfc8d62891c68ec7cc4b"
"","62","","0861db500f8d4aeb2bc5ab86561a3fb6da233ba9"
"","13","","8e62172ab6742c0e399d906456f54c927ebd4f3a"
"","21","","e1832bcf00ed53048aea1e4d2408a68301dcd50c"
"","7","","fe0d910a7de68710171bfcc994802fe8a840c547"
"","8","","c10859f15c363d8b067cb529c83ef3a3d4a29f35"
"","13","","d0963d48234c1e52699944dc5f915c3113c1d57b"
"","15","","da0f84c42cd608c4938ece93762cacf9ac5ff3da"
"","23","","59baac522ee8302cff0397310304d5c841e3cd2f"
"","4","","297b22f5856482fb5b9b464ce58ea760900c7677"
"","6","","da7a232b9e5258ce63a06d999bd72c021999ffd4"
"","4","","2595bf57b318991a6d70ef1eea8d60b87f637fd3"
"","3","","c1d9e88402cf2755502df4db6de9e9a127f49edb"
"","8","","7d73ef85f7e0cc3e35268473a04e921039201650"
"","20","","0641b844accb670ad8aee771a9db143d43811fce"
"","84","","50565f9853926501bd1c9bda07c6a98f4d940691"
"test/assert-test.cc","2","","79f1506fe3a7fae7c22c55d3cd7cdc33bc536dae"
"doc/api.md","8","","373855c1b0ec3e5e66003e94aa65344bf53078a8"
"","6","","21aa0956d43297667762cf79347e4cda76ea3521"
"","12","","853df39d0a1f5b0f8c584c856f84ed3c553fa464"
"","18","","da24fac1015402aa37d0d6ddbaa331ad5b420496"
"","19","","d8a79eafdc5250ee9939976fd649b45e15a085b3"
"","7","","e9eaa27e5a4f30d96b4d5f174115cae1b78bd24d"
"","13","","02537548f3a9efb5f3b83755acf50c8a16ba58c8"
"","6","","ff9222354993cdffa0c5fa07a3e79ec11a24f86c"
"","4","","92cdbbae06fe43f87a6c59eb1d623bb5abc8405d"
"","4","","28673d9699903c8710254f8afbe591b395e1e12e"
"","8","","a1337aa8aaddb614f8ea2088752991ff01c8762e"
"","4","","d1cab6a9aee2de160b9177ef74ab1e0ce6bb57d2"
"","13","","fe741daaab986467d8cd965e7a73d702dff34b73"
"","2","","0a555818d7b6f47a22ab4dd4b1515f8a6cdce52f"
"","5","","966a1b3d441959ac1dd32e4c8237af9f7ff3cf37"
"","4","","2c84fa9ac9c294fec8ae8fed767e568e6037fe68"
"","13","","ab29ef37d9b973579ec9e8d889044d9d1c38e0f8"
"","58","","97117cbb51ce83905736ef4287645c99adba646c"
"","12","","886237ae7b2344eba7975857307419388e2ac449"
"","2","","509d0181016637bc8cb75b2ebf89ca3793ff5fb5"
"","4","","38ba3d3993a078faffc2b58246f9f76edcebe7e6"
"","24","","07141139742e4bb15624c27e65e3b63c78a64c62"
"","104","","03d14c3beb4d06d70aa7bb2e4cf381de6b350afd"
"","33","","a10e0321488ee9ada293002eeda1d8a57a6d63f7"
"","151","","febeb51bde02d30e188fb1016ecd7ec6d3207c36"
"","19","","f18c2b65c4681959c96b480551c93a94f170e464"
"","9","","e7ba467e9b11166fe719809f4c32c7c3d795a330"
"","685","","19927462497c249d8aa01293da0e1aacace51686"
"support/manage.py","227","","3c8aad8df7d08a693f791cee3b94733d2696a33c"
"","2","","73d0d3f75d9f7a3cbfc0cb2b6295c440557e460c"
"","37","","f3a41441dfb2b59492ae94983cf74e8def428488"
"","5","","e314776c2ea4af846aeef86a3309ce15815c2138"
"","10","","503e183b9e3284317e5c12ebbf1747b54de33008"
"","1","","43c5b34749d338be15dac11d3039c0266097a28a"
"","24","","f5bf6f778120278f19995e64a102243e38c10ee0"
"","6","","84f61318259ad74d0ddcbebdeb1956d05b3c7ef1"
"","2","","dedc17c1c95ad1a23ecbb0003688b20832824eb9"
"","3","","5d0adb6d74dfd55be0c8b6b746f151a3f1d56220"
"","21","","3f251fc9c986dbef536f2d44c7ffa1c6a43832b6"
"","2","","1930ed4bfac9ca766c579cdf04e6b9fa33308e5b"
"","23","","26d07e49b2293725c6b254cb32b69cf2668f901d"
"","2","","949d5d17955d621f81002601e4ea2782f0564900"
"","19","","602e3c3d11c0a7e6c0579709ccaed2a31347de3b"
"","132","","ec46c3de9723c87001eeeaacbf7a489ad6ac4126"
"","11","","2d9d32c62b1f5396db59516f0e83649966b4cf54"
"","10","","4703ade76dc152841580333af14f04a049d80ff3"
"","2","","6c5bcca819a36eb81ee6eb4c07380ee290374805"
"","3","","051b31531cafd157920049c2f42b866924b68f3f"
"support/rtd/conf.py","7","","06f8e02fb3a1af3d8ad8b17ee041e02826d802c2"
"doc/syntax.rst","673","","552842c4ffd82a4a3ca391c9ef581683114192cd"
"","19","","f5ec5ada2bcb2c64306f3d8c25dd919dbbe4692e"
"","30","","88620e53a4ffe4cb02af02fc13d6618ff9727f94"
"","2","","668fe2653c2172aa1daffc473eadcddefe187719"
"","3","","6c617c967099ff72bb8785eed56d66737ce072fb"
"include/fmt/ostream.h","2","","a3d05d70ce22a18ec67253dcb318d590d5082915"
"","12","","86dae01c2338e7a0a406271d005cd766a3438375"
"","4","","7c3d0152e559f5141138d7ae28ba7a9e84b1e344"
"","2","","0335312320e8093fb1186cb45f60daccf8c161f6"
"","19","","02c5d637c5ca02c62d7346537e131833d8d78d8a"
"","2","","9408c2ae8c264f2c94495db73251f75fcc35cad0"
"","85","","cc3ff1529d2c823f0bd2787d1f29da7e16fbaba5"
"","19","","158893b384aeb71f4a2ed7d33dd1fb9b488bc487"
"","8","","cad876be4c854d0bcde239a80de87edc10bec8d4"
"","4","","106dc8fd642148828d63c69e9b534ccafd80f8d4"
"","16","","e2b723870787da77c040f5e705882121d618aaef"
"","2","","a6ecd25b808aff5fe5313b40ee1ee6b7b6dba37b"
"","2","","8687315e86e739bbd8b6deb035f2fc7c4e4a6907"
"","26","","9b12491c1901b8b337093132479e8bf387afd31e"
"","4","","97117cbb51ce83905736ef4287645c99adba646c"
"","2","","38ba3d3993a078faffc2b58246f9f76edcebe7e6"
